order,season,episode,character_killed,killer,method,method_cat,reason,location,allegiance,importance
182,2,10,Stark soldier,Brienne of Tarth,Sword,Blade,Found Brienne transporting Jaime Lannister,Unknown,House Stark,1
183,2,10,Stark soldier,Brienne of Tarth,Sword,Blade,Found Brienne transporting Jaime Lannister,Unknown,House Stark,1
184,2,10,Stark soldier,Brienne of Tarth,Sword,Blade,Found Brienne transporting Jaime Lannister,Unknown,House Stark,1
185,2,10,Maester Luwin,Osha,Knife,Blade,Mercy killed by Osha after being stabbed in the stomach with a spear by Dagmer,Winterfell,House Stark,3
186,2,10,Pyat Pree,Daenerys Targaryen,Dragonfire,Animal,Tried to lock Daenerys away to fuel his magic,Qarth,"Warlocks of Qarth, The Thirteen",3
187,2,10,Qhorin Halfhand,Jon Snow,Sword (Longclaw),Blade,Part of plan to make the wildlings trust Jon Snow,Beyond the Wall,Night’s Watch,3
188,2,10,Xaro Xhoan Daxos,Daenerys Targaryen,Sealed into vault,Other,Betrayed Daenerys to declare himself king of Qarth,Qarth,The Thirteen,3
189,2,10,Doreah,Daenerys Targaryen,Sealed into vault,Other,Betrayed Daenerys to help Xaro Xhoan Daxos steal the dragons,Qarth,"House Targaryen, The Thirteen",3
190,3,1,Wight,Jeor Mormont,Fire,Fire/Burning,Attacked Sam Tarly,Beyond the Wall,None,1
191,3,1,Manticore,Barristan Selmy,Knife,Blade,Attacked Daenerys Targaryen,Astapor,None,1
192,3,2,Hoster Tully,None,Illness,Other,None,Riverrun,House Tully,2
193,3,3,Bolton soldier,Ramsay Bolton,Arrow,Arrow,Attacked Theon Greyjoy when he tried to escape torture,Dreadfort,House Bolton,1
194,3,3,Bolton soldier,Ramsay Bolton,Arrow,Arrow,Attacked Theon Greyjoy when he tried to escape torture,Dreadfort,House Bolton,1
195,3,3,Bolton soldier,Ramsay Bolton,Arrow,Arrow,Attacked Theon Greyjoy when he tried to escape torture,Dreadfort,House Bolton,1
196,3,3,Bolton soldier,Ramsay Bolton,Arrow,Arrow,Attacked Theon Greyjoy when he tried to escape torture,Dreadfort,House Bolton,1
197,3,4,Bannen,None,Broken foot,Other,Critically wounded at the Battle of the Fist of the First Men,Beyond the Wall,Night’s Watch,1
198,3,4,Craster,Karl Tanner,Knife,Blade,Attacked Karl Tanner after he insulted Craster and demanded more food,Beyond the Wall,Night’s Watch,3
199,3,4,Jeor Mormont,Rast,Knife,Blade,Attacked in a mutiny,Beyond the Wall,"Night’s Watch, House Mormont",4
200,3,4,Astapor slaver,Unsullied,Spear,Polearm,Ordered to by Daenerys Targaryen during her sack of Astapor,Astapor,Good Masters,1
201,3,4,Astapor slaver,Unsullied,Spear,Polearm,Ordered to by Daenerys Targaryen during her sack of Astapor,Astapor,Good Masters,1
202,3,4,Kraznys mo Nakloz,Drogon,Dragonfire,Animal,Daenerys wanted to take the Unsullied army and to free Astapor’s slaves,Astapor,Good Masters,3
203,3,4,Astapor soldier,Unsullied,Spear,Polearm,Ordered by Daenerys Targaryen during her sack of Astapor,Astapor,Good Masters,1
204,3,4,Astapor soldier,Unsullied,Spear,Polearm,Ordered by Daenerys Targaryen during her sack of Astapor,Astapor,Good Masters,1
205,3,4,Astapor soldier,Unsullied,Spear,Polearm,Ordered by Daenerys Targaryen during her sack of Astapor,Astapor,Good Masters,1
206,3,4,Astapor slaver,Unsullied,Spear,Polearm,Ordered by Daenerys Targaryen during her sack of Astapor,Astapor,Good Masters,1
207,3,5,Beric Dondarrion,Sandor “the Hound” Clegane,Sword,Blade,Killed during a trial by combat (Brought back to life by Thoros of Myr using the power of the Lord of Light),Riverlands,"Brotherhood Without Banners, The Lord of Light",3
208,3,5,Stark soldier,Karstark soldier,Sword,Blade,Killed protecting Willem and Martyn Lannister,Riverrun,House Stark,1
209,3,5,Willem Lannister,Karstark soldier,Unknown,Unknown,"Rickard Karstark wanted revenge for the death of his two sons, who were killed by Jaime Lannister",Riverrun,House Lannister,2
210,3,5,Martyn Lannister,Rickard Karstark,Knife,Blade,"Rickard Karstark wanted revenge for the death of his two sons, who were killed by Jaime Lannister",Riverrun,House Lannister,2
211,3,5,Rickard Karstark,Robb Stark,Sword,Blade,Executed for murdering two Lannister prisoners,Riverrun,"House Karstark, House Stark",3
212,3,6,Wildling,None,Falling,Falling,Fell while climbing the Wall,The Wall,Free Folk,1
213,3,6,Wildling,None,Falling,Falling,Fell while climbing the Wall,The Wall,Free Folk,1
214,3,6,Wildling,None,Falling,Falling,Fell while climbing the Wall,The Wall,Free Folk,1
215,3,6,Wildling,None,Falling,Falling,Fell while climbing the Wall,The Wall,Free Folk,1
216,3,6,Wildling,None,Falling,Falling,Fell while climbing the Wall,The Wall,Free Folk,1
217,3,6,Wildling,None,Falling,Falling,Fell while climbing the Wall,The Wall,Free Folk,1
218,3,6,Ros,Joffrey Baratheon,Arrow,Arrow,"Killed for Joffrey’s sadistic pleasure. Given to Joffrey by Petyr Baelish, after spying for Varys.",King’s Landing,"Varys, House Baelish",3
219,3,8,Leech,Stannis Baratheon,Fire,Fire/Burning,Used as part of a magic ritual to kill the “usurpers”,Dragonstone,None,1
220,3,8,Leech,Stannis Baratheon,Fire,Fire/Burning,Used as part of a magic ritual to kill the “usurpers”,Dragonstone,None,1
221,3,8,Leech,Stannis Baratheon,Fire,Fire/Burning,Used as part of a magic ritual to kill the “usurpers”,Dragonstone,None,1
222,3,8,Mero,Daario Naharis,Unknown,Unknown,Daario Naharis did not want to kill Daenerys,Yunkai,Second Sons,2
223,3,8,Prendahl na Ghezn,Daario Naharis,Unknown,Unknown,Daario Naharis did not want to kill Daenerys Targaryen,Yunkai,Second Sons,2
224,3,8,White Walker,Sam Tarly,Dragonglass,Blade,Tried to take Gilly’s infant son,Beyond the Wall,None,2
225,3,9,Horse breeder,Ygritte,Arrow,Arrow,Ygritte killed him after Jon Snow couldn’t do so in a test of loyalty,The Gift,Night’s Watch,2
226,3,9,Wildling,Jon Snow,Sword,Blade,Tried to kill Jon Snow when he failed a test of loyalty,The Gift,Free Folk,1
227,3,9,Wildling,Summer,Direwolf teeth,Animal,Bran Stark “warged” into Summer’s mind to help protect Jon Snow from wildlings,The Gift,Free Folk,1
228,3,9,Wildling,Shaggydog,Direwolf teeth,Animal,Bran warged into Summer’s mind to help protect Jon Snow from wildlings,The Gift,Free Folk,1
229,3,9,Orell,Jon Snow,Sword,Blade,Tried to kill Jon Snow when he failed a test of loyalty,The Gift,Free Folk,3
230,3,9,Yunkai soldier,Jorah Mormont,Sword,Blade,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
231,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
232,3,9,Yunkai soldier,Grey Worm,Spear,Polearm,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
233,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
234,3,9,Yunkai soldier,Jorah Mormont,Sword,Blade,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
235,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
236,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
237,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
238,3,9,Yunkai soldier,Grey Worm,Spear,Polearm,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
239,3,9,Yunkai soldier,Daario Naharis,Knife,Blade,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
240,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,Wise Masters,1
241,3,9,Unborn Stark child,Lothar Frey,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,2
242,3,9,Talisa Stark,Lothar Frey,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,4
243,3,9,Stark soldier,Frey soldier,Arrow,Arrow,Killed during the Red Wedding,The Twins,House Stark,1
244,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
245,3,9,Stark soldier,Frey soldier,Arrow,Arrow,Killed during the Red Wedding,The Twins,House Stark,1
246,3,9,Stark soldier,Frey soldier,Arrow,Arrow,Killed during the Red Wedding,The Twins,House Stark,1
247,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
248,3,9,Stark soldier,Frey soldier,Arrow,Arrow,Killed during the Red Wedding,The Twins,House Stark,1
249,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
250,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
251,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
252,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
253,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
254,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
255,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
256,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
257,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
258,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
259,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
260,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
261,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
262,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
263,3,9,Stark soldier,Frey soldier,Sword,Blade,Killed during the Red Wedding,The Twins,House Stark,1
264,3,9,Grey Wind,Frey soldier,Arrow,Arrow,Killed during the Red Wedding,The Twins,House Stark,4
265,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
266,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,1
267,3,9,Robb Stark,Roose Bolton,Knife,Blade,Killed during the Red Wedding,The Twins,House Stark,4
268,3,9,Joyeuse Frey,Catelyn Stark,Knife,Blade,Killed during the Red Wedding,The Twins,House Frey,2
269,3,9,Catelyn Stark,Black Walder Rivers,Knife,Blade,Killed during the Red Wedding,The Twins,"House Stark, House Tully",4
270,3,10,Stark soldier,Frey soldier,Sword,Blade,Killed during the Red Wedding,The Twins,House Stark,1
271,3,10,Stark soldier,Frey soldier,Hanging,Other,Killed during the Red Wedding,The Twins,House Stark,1
272,3,10,Stark soldier,Frey soldier,Sword,Blade,Killed during the Red Wedding,The Twins,House Stark,1
273,3,10,Frey soldier,Arya Stark,Knife,Blade,Killed in revenge for the Red Wedding,Riverlands,House Frey,1
274,3,10,Frey soldier,Sandor “the Hound” Clegane,Sword,Blade,Attacked after Arya Stark killed a Frey in revenge for the Red Wedding,Riverlands,House Frey,1
275,3,10,Frey soldier,Sandor “the Hound” Clegane,Sword,Blade,Attacked after Arya Stark killed a Frey in revenge for the Red Wedding,Riverlands,House Frey,1
276,3,10,Frey soldier,Sandor “the Hound” Clegane,Sword,Blade,Attacked after Arya Stark killed a Frey in revenge for the Red Wedding,Riverlands,House Frey,1
277,4,1,Baratheon of King’s Landing soldier,Sandor “the Hound” Clegane,Sword,Blade,Killed in a tavern fight,Riverlands,House Baratheon of King’s Landing,1
278,4,1,Lowell (King’s Soldier),Sandor “the Hound” Clegane,Knife,Blade,Killed in a tavern fight,Riverlands,House Baratheon of King’s Landing,1
279,4,1,Baratheon of King’s Landing soldier,Arya Stark,Sword,Blade,Killed in a tavern fight,Riverlands,House Baratheon of King’s Landing,1
280,4,1,Baratheon of King’s Landing soldier,Sandor “the Hound” Clegane,Sword,Blade,Killed in a tavern fight,Riverlands,House Baratheon of King’s Landing,1
281,4,1,Polliver,Arya Stark,Sword (Needle),Blade,Revenge for killing Lommy,Riverlands,House Baratheon of King’s Landing,3
282,4,2,Tansy,Ramsay Bolton,Dogs,Animal,For Ramsay’s sadistic pleasure,Dreadfort,Smallfolk,2
283,4,2,Axell Florent,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Refused to renounce the Seven as his faith and convert to the Lord of Light,Dragonstone,"House Florent, House Baratheon of Dragonstone",2
284,4,2,Dragonstone citizen,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Burned as an offering to the Lord of Light,Dragonstone,House Baratheon of Dragonstone,1
285,4,2,Dragonstone citizen,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Burned as an offering to the Lord of Light,Dragonstone,House Baratheon of Dragonstone,1
286,4,2,Deer,Summer,Direwolf teeth,Animal,For food,Beyond the Wall,None,1
287,4,2,Joffrey Baratheon,Olenna Tyrell,Poison,Poison,Olenna didn’t want Margaery Tyrell to suffer through a sadistic marriage,King’s Landing,"House Baratheon of King’s Landing, House Lannister",4
288,4,3,Dontos Hollard,Baelish soldier,Arrow,Arrow,To prevent Dontos from talking about Sansa Stark’s escape,King’s Landing,House Hollard,3
289,4,3,Guymon,Ygritte,Arrow,Arrow,Killed in a wildling attack,The Gift,Smallfolk,2
290,4,3,Olly’s mom,Styr,Axe,Axe,Killed in a wildling attack,The Gift,Smallfolk,2
291,4,3,Peasant,Thenn raider,Unknown,Unknown,Killed in a wildling attack,The Gift,Smallfolk,1
292,4,3,Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,Smallfolk,1
293,4,3,Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,Smallfolk,1
294,4,3,Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,Smallfolk,1
295,4,3,Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,Smallfolk,1
296,4,3,Peasant,Ygritte,Sword,Blade,Killed in a wildling attack,The Gift,Smallfolk,1
297,4,3,Champion of Meereen’s Horse,Daario Naharis,Knife,Blade,Killed in a fight between the Champion of Meereen and Daario,Meereen,None,1
298,4,3,Champion of Meereen,Daario Naharis,Arakh,Blade,Killed representing Meereen as its champion,Meereen,Great Masters,2
299,4,4,Meereen slave master,Meereen slaves,Unknown,Unknown,Killed in the sacking of Meereen,Meereen,Great Masters,1
300,4,5,Night’s Watch mutineer,Eddison Tollett,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
301,4,5,Night’s Watch mutineer,Locke,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
302,4,5,Night’s Watch mutineer,Locke,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
303,4,5,Night’s Watch brother,Night’s Watch mutineer,Axe,Axe,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
304,4,5,Night’s Watch brother,Night’s Watch mutineer,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
305,4,5,Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
306,4,5,Night’s Watch brother,Night’s Watch mutineer,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
307,4,5,Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
308,4,5,Night’s Watch mutineer,Eddison Tollett,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
309,4,5,Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
310,4,5,Locke,Hodor/Bran Stark,Hands,Hands,Killed in battle of Craster’s Keep,Beyond the Wall,House Bolton,3
311,4,5,Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
312,4,5,Night’s Watch brother,Karl Tanner,Knife,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
313,4,5,Karl Tanner,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,3
314,4,5,Night’s Watch mutineer,Grenn,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,1
315,4,5,Rast,Ghost,Direwolf teeth,Animal,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,3
316,4,6,Bolton soldier,Yara Greyjoy,Axe,Axe,Killed during Yara’s attempt to rescue Theon Greyjoy,Dreadfort,House Bolton,1
317,4,6,Bolton soldier,Greyjoy soldier,Knife,Blade,Killed during Yara’s attempt to rescue Theon Greyjoy,Dreadfort,House Bolton,1
318,4,6,Bolton soldier,Greyjoy soldier,Sword,Blade,Killed during Yara’s attempt to rescue Theon Greyjoy,Dreadfort,House Bolton,1
319,4,6,Greyjoy soldier,Ramsay Bolton,Knife,Blade,Killed during Yara’s attempt to rescue Theon Greyjoy,Dreadfort,House Greyjoy,1
320,4,6,Bolton soldier,Yara Greyjoy,Axe,Axe,Killed during Yara’s attempt to rescue Theon Greyjoy,Dreadfort,House Bolton,1
